시설명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,무료이용시간,연체료부과단위시간,연체료,제어방식구분코드,사용방법설명,택배함종류코드,칸개수,칸깊이,칸너비,칸높이,설치일자,고객센터전화번호,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명,
흥덕도서관,충청북도,청주시,43113,충청북도 청주시 흥덕구 증안로90번길 34,충청북도 청주시 흥덕구 복대동 3025,36.63439533,127.4320574,09:00,23:00,09:00,23:00,09:00,23:00,48,24,1000,01,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",특대형/01,01월 19일,01/600,01/450,01/90,2017-04-01,1599-2740,하이스트시스템㈜,1599-2740,2019-06-01,6430000,충청북도,
안심무인택배함,충청북도,충주시,43130,충청북도 충주시 충열5길 32,,36.94843948,127.9049858,09:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/02,02월 10일,02/60,02/50,02/85,2017-07-01,1600-5136,충주시청여성청소년과,043-850-6851,2019-06-01,6430000,충청북도,
안심무인택배함,충청북도,충주시,43130,충청북도 충주시 동수3길 29,,36.98570226,127.9376583,09:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/02,02월 10일,02/60,02/50,02/85,2017-07-02,1600-5136,충주시청여성청소년과,043-850-6851,2019-06-01,6430000,충청북도,
안심무인택배함,충청북도,충주시,43130,충청북도 충주시 대소원면 산정독정길 190,,36.95899275,127.8707528,09:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/02,02월 10일,02/60,02/50,02/85,2018-06-01,1600-5136,충주시청여성청소년과,043-850-6851,2019-06-01,6430000,충청북도,
안심무인택배함,충청북도,충주시,43130,충청북도 충주시 칠금18길 39,,36.98586719,127.9239798,09:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/02,02월 10일,02/60,02/50,02/85,2018-06-02,1600-5136,충주시청여성청소년과,043-850-6851,2019-06-01,6430000,충청북도,
안심무인택배함,충청북도,충주시,43130,충청북도 충주시 금봉5길 6,,36.96225879,127.9428772,09:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/02,02월 10일,02/60,02/50,02/85,2018-11-01,1600-5136,충주시청여성청소년과,043-850-6851,2019-06-01,6430000,충청북도,
여성안심 무인택배함,충청북도,증평군,43745,충청북도 증평군 증평읍 광장로88,충청북도 증평군 증평읍 창동리 100,36.78537723,127.5815218,09:00,00:00,00:00,00:00,00:00,00:00,48,24,1000,01,기사가 보관을 하면 택배 주인에게 비밀번호가 문자로 송부됨/ 비밀번호를 입력하여 택배 수령,소형/04,04월 18일,04/600,04/50,04/33,2017-11-01,070-7712-0323,증평군청 안전총괄과,043-835-4713,2019-06-01,6430000,충청북도,
여성안심 무인택배함,충청북도,증평군,43745,충청북도 증평군 증평읍 초중8길 60,,36.7790390731,127.5729379733,09:00,00:00,00:00,00:00,00:00,00:00,48,24,1000,01,기사가 보관을 하면 택배 주인에게 비밀번호가 문자로 송부됨/ 비밀번호를 입력하여 택배 수령,소형/04,04월 18일,04/600,04/50,04/33,2017-11-01,070-7712-0323,증평군청 안전총괄과,043-835-4713,2019-06-01,6430000,충청북도,
해피마트(나들가게),서울특별시,동작구,11590,서울특별시 동작구 신대방1나길 26,,37.486474,126.907672,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,03,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+소형/03,01/1+02/8+03/10,01/60+02/60+03/60,01/50+02/50+03/50,01/90+02/45+03/22.5,2018-05-23,02-1899-4711,㈜새누,02-865-8384,2019-07-09,3190000,서울특별시 동작구,
강남교회(교육관),서울특별시,동작구,11590,서울특별시 동작구 만양로76,,37.5102931,126.945091,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,03,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+소형/03,01/5+02/3+03/12,01/55+02/55+03/55,01/45+02/45+03/45,01/45+02/30+03/20,2014-07-15,02-1899-4712,㈜새누,02-865-8385,2019-07-09,3190000,서울특별시 동작구,
순만빌딩,서울특별시,동작구,11590,서울특별시 동작구 노량진로169,,37.5140464,126.944835,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,03,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+소형/03,01/1+02/5+03/7,01/60+02/60+03/60,01/50+02/50+03/50,01/90+02/45+03/22.5,2017-05-24,02-1899-4713,㈜새누,02-865-8386,2019-07-09,3190000,서울특별시 동작구,
우리은행 동작구청지점,서울특별시,동작구,11590,서울특별시 동작구 장승배기로 161,,37.512380,126.939452,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,03,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+소형/03,01/1+02/3+03/39,01/55+02/55+03/55,01/45+02/45+03/45,01/90+02/45+03/30,2013-09-13,02-1899-4714,㈜새누,02-865-8387,2019-07-09,3190000,서울특별시 동작구,
상도1동주민센터,서울특별시,동작구,11590,서울특별시 동작구 상도로 53길9,,37.498044,126.953078,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,03,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+소형/03,01/0+02/5+03/11,02/55+03/55,02/45+03/45,02/45+03/22.5,2016-10-04,02-1899-4715,㈜새누,02-865-8388,2019-07-09,3190000,서울특별시 동작구,
동작문화복지센터,서울특별시,동작구,11590,서울특별시 동작구 장승배기로 10길 42,,37.5043975,126.941080,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,03,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+소형/03,01/1+02/3+03/21,01/60+02/60+03/60,01/50+02/50+03/50,01/90+02/45+03/22.5,2014-07-15,02-1899-4716,㈜새누,02-865-8389,2019-07-09,3190000,서울특별시 동작구,
동작청소년문화의집,서울특별시,동작구,11590,서울특별시 동작구 상도로 15바길5,,37.504089,126.933281,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,03,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+소형/03,01/5+02/3+03/12,01/55+02/55+03/55,01/45+02/45+03/45,01/45+02/30+03/20,2014-07-15,02-1899-4717,㈜새누,02-865-8390,2019-07-09,3190000,서울특별시 동작구,
상도3동주민센터,서울특별시,동작구,11590,서울특별시 동작구 성대로2길11,,37.4990765,126.931384,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,03,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+소형/03,01/1+02/8+03/17,01/60+02/60+03/60,01/50+02/50+03/50,01/90+02/45+03/22.5,2013-09-13,02-1899-4718,㈜새누,02-865-8391,2019-07-09,3190000,서울특별시 동작구,
예그리나주택,서울특별시,동작구,11590,서울특별시 동작구 국사봉8길47,,37.494674,126.9307958,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,03,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+소형/03,01/1+02/3+03/15,01/55+02/55+03/55,01/45+02/45+03/45,01/90+02/45+03/30,2016-01-02,02-1899-4719,㈜새누,02-865-8392,2019-07-09,3190000,서울특별시 동작구,
사당어르신종합복지관,서울특별시,동작구,11590,서울특별시 동작구 남부순환로2081,,37.4769551,126.979840,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,03,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+소형/03,01/1+02/3+03/15,01/55+02/55+03/55,01/45+02/45+03/45,01/90+02/45+03/30,2013-09-13,02-1899-4720,㈜새누,02-865-8393,2019-07-09,3190000,서울특별시 동작구,
사당문화회관,서울특별시,동작구,11590,서울특별시 동작구 사당로8길9,,37.4846829,126.9695996,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,03,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+소형/03,01/0+02/5+03/11,02/55+03/55,02/45+03/45,02/45+03/22.5,2016-10-04,02-1899-4721,㈜새누,02-865-8394,2019-07-09,3190000,서울특별시 동작구,
여성안심택배함,서울특별시,구로구,11530,서울특별시 구로구 개봉로15길 58-2,서울특별시 구로구 개봉동 340-8,37.489929,126.852866,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,택배 수령자가 물품수령 장소를 안심택배보관함 주소로 지정해당물품의 배송일시와 인증번호가 휴대폰 문자메시지로 전송48시간 이내에 해당 보관함에서 휴대폰 번호와 인증번호를 입력하고 물품 수령,대형/01+중형/07+중소형/01+소형/10,19,0.6m,2m,2.3m,2017-05-08,1899-4711,새누,1899-4711,2019-08-21,3160000,서울특별시 구로구,
여성안심택배함,서울특별시,구로구,11530,서울특별시 구로구 구로동로 141,서울특별시 구로구 구로동 704-12,37.491273,126.883314,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,택배 수령자가 물품수령 장소를 안심택배보관함 주소로 지정해당물품의 배송일시와 인증번호가 휴대폰 문자메시지로 전송48시간 이내에 해당 보관함에서 휴대폰 번호와 인증번호를 입력하고 물품 수령,대형/01+중형/07+중소형/01+소형/10,19,0.7m,2m,2.3m,2013-06-07,1899-4711,새누,1899-4711,2019-08-21,3160000,서울특별시 구로구,
여성안심택배함,서울특별시,구로구,11530,서울특별시 구로구 구로동로26길 54,서울특별시 구로구 구로동 741-27,37.489868,126.887247,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,택배 수령자가 물품수령 장소를 안심택배보관함 주소로 지정해당물품의 배송일시와 인증번호가 휴대폰 문자메시지로 전송48시간 이내에 해당 보관함에서 휴대폰 번호와 인증번호를 입력하고 물품 수령,대형/01+중형/07+중소형/01+소형/10,19,0.8m,2m,2.3m,2016-05-12,1899-4711,새누,1899-4711,2019-08-21,3160000,서울특별시 구로구,
여성안심택배함,서울특별시,구로구,11530,서울특별시 구로구 도림천로 352,서울특별시 구로구 구로동 120-3,37.493394,126.894230,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,택배 수령자가 물품수령 장소를 안심택배보관함 주소로 지정해당물품의 배송일시와 인증번호가 휴대폰 문자메시지로 전송48시간 이내에 해당 보관함에서 휴대폰 번호와 인증번호를 입력하고 물품 수령,대형/01+중형/07+중소형/01+소형/10,19,0.9m,2m,2.3m,2016-05-12,1899-4711,새누,1899-4711,2019-08-21,3160000,서울특별시 구로구,
여성안심택배함,서울특별시,구로구,11530,서울특별시 구로구 가마산로25길 21,서울특별시 구로구 구로동 102,37.4971036768,126.8895473889,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,택배 수령자가 물품수령 장소를 안심택배보관함 주소로 지정해당물품의 배송일시와 인증번호가 휴대폰 문자메시지로 전송48시간 이내에 해당 보관함에서 휴대폰 번호와 인증번호를 입력하고 물품 수령,대형/01+중형/07+중소형/01+소형/10,19,0.10m,2m,2.3m,2014-06-01,1899-4711,새누,1899-4711,2019-08-21,3160000,서울특별시 구로구,
여성안심택배함,서울특별시,구로구,11530,,서울특별시 구로구 구로동 585-3,37.502370,126.881484,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,택배 수령자가 물품수령 장소를 안심택배보관함 주소로 지정해당물품의 배송일시와 인증번호가 휴대폰 문자메시지로 전송48시간 이내에 해당 보관함에서 휴대폰 번호와 인증번호를 입력하고 물품 수령,대형/01+중형/07+중소형/01+소형/10,19,0.11m,2m,2.3m,2014-06-01,1899-4711,새누,1899-4711,2019-08-21,3160000,서울특별시 구로구,
여성안심택배함,서울특별시,구로구,11530,서울특별시 구로구 고척로45길 39,서울특별시 구로구 고척동 산9-14,37.506582,126.853278,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,택배 수령자가 물품수령 장소를 안심택배보관함 주소로 지정해당물품의 배송일시와 인증번호가 휴대폰 문자메시지로 전송48시간 이내에 해당 보관함에서 휴대폰 번호와 인증번호를 입력하고 물품 수령,대형/01+중형/07+중소형/01+소형/10,19,0.12m,2m,2.3m,2013-06-07,1899-4711,새누,1899-4711,2019-08-21,3160000,서울특별시 구로구,
여성안심택배함,서울특별시,구로구,11530,서울특별시 구로구 부일로1길62,서울특별시 구로구 온수동 120-21,37.493263,126.819001,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,택배 수령자가 물품수령 장소를 안심택배보관함 주소로 지정해당물품의 배송일시와 인증번호가 휴대폰 문자메시지로 전송48시간 이내에 해당 보관함에서 휴대폰 번호와 인증번호를 입력하고 물품 수령,대형/01+중형/07+중소형/01+소형/10,19,0.13m,2m,2.3m,2017-05-08,1899-4711,새누,1899-4711,2019-08-21,3160000,서울특별시 구로구,
여성안심택배함,서울특별시,구로구,11530,서울특별시 구로구 오리로22길 5,서울특별시 구로구 궁동 108-9,37.499045,126.829604,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,택배 수령자가 물품수령 장소를 안심택배보관함 주소로 지정해당물품의 배송일시와 인증번호가 휴대폰 문자메시지로 전송48시간 이내에 해당 보관함에서 휴대폰 번호와 인증번호를 입력하고 물품 수령,대형/01+중형/07+중소형/01+소형/10,19,0.14m,2m,2.3m,2014-06-01,1899-4711,새누,1899-4711,2019-08-21,3160000,서울특별시 구로구,
여성안심택배함,서울특별시,구로구,11530,서울특별시 구로구 경인로15길 22,서울특별시 구로구 오류동 6-11,37.495385,126.839295,00:00,23:59,00:00,23:59,00:00,23:59,48,1000,1000,01,택배 수령자가 물품수령 장소를 안심택배보관함 주소로 지정해당물품의 배송일시와 인증번호가 휴대폰 문자메시지로 전송48시간 이내에 해당 보관함에서 휴대폰 번호와 인증번호를 입력하고 물품 수령,대형/01+중형/07+중소형/01+소형/10,19,0.15m,2m,2.3m,2018-05-16,1899-4711,새누,1899-4711,2019-08-21,3160000,서울특별시 구로구,
